id,mod4_dim1,mod4_dim2
0,10.164403579829075,10.184323126431918
1,9.910926923255051,10.067541667705374
2,10.222523977192965,10.195258408064172
3,9.747781828981577,10.006490286612108
4,10.01992498889808,9.929421054250994
5,10.355002106191044,9.487836548207225
6,10.529486006280294,10.141658993525091
7,9.986299095232663,10.004473900210934
8,9.900987475362975,9.727981941335685
9,10.463370544101753,9.966177913948831
10,9.678525700613406,9.819911893488507
11,10.267178474674926,9.900354928846232
12,10.737961979018275,10.239528612970807
13,10.010669674731595,10.26951357738327
14,9.613629971376188,9.685519351243027
15,10.046409702027269,9.814730066761195
16,10.199723501310109,9.476647583554177
17,9.78632405288467,9.807242956059227
18,10.442970393945883,10.196683056355084
19,10.161087316878959,9.815913394588431
20,9.718673586385915,10.189504033866815
21,9.997501284008491,10.263858539105417
22,9.928552882875023,10.066712696758232
23,9.732204987141408,9.809503393903624
24,10.1407757595464,9.914052233042314
25,9.796427511105385,10.215686601335394
26,10.042154168392118,10.265333740292036
27,10.6237660551683,9.71569818965513
28,10.366269440615756,9.948144237982941
29,10.223604381790675,9.850993030306974
30,10.00415018740088,9.798866854539849
31,9.657611114433621,10.116238363202893
32,9.91492853306296,9.84809161913614
33,10.080654490413313,10.213224241947131
34,10.53671358552039,10.123866098503711
35,9.79310074651239,9.87230485508773
36,10.4678388324144,9.969901934493317
37,10.29154028493619,10.032624452631806
38,10.152009820856964,9.760753270442251
39,10.404735567141463,9.913448977604073
40,9.899055966956613,9.884458392550913
41,9.695719060245532,10.084315509928617
42,10.231246965960366,10.365901634572563
43,10.095087110372763,9.92857499651494
44,9.97066579955227,9.710592747145085
45,9.788623029051626,9.840422968307534
46,10.01378818378264,10.314434889048561
47,10.309318863443707,10.326203826700567
48,10.078293107804337,10.000733266680465
49,9.627114126123184,9.247641975427507
50,10.038711271457048,9.519652428610337
51,9.846848198308395,9.96711780312061
52,9.853264572658555,9.931243388004054
53,10.028050459329775,10.52186510366089
54,10.02709021138982,9.984612338564082
55,9.724598184292645,10.00295895461628
56,9.7075038518291,10.21856948984569
57,10.019671451298093,10.28187015768648
58,10.212349446088943,9.562895454793962
59,10.132256112877084,10.216614089432833
60,10.031664627726201,10.53538165461088
61,9.987120480930384,9.88239555068422
62,9.470584997112432,9.889729389490594
63,9.98322478356033,10.2452446512956
64,9.537290369879576,10.034631042077672
65,9.977234208480713,10.077799958814648
66,10.196451817937236,10.195363783378488
67,9.972465359843477,9.876611717603135
68,10.14472973204793,10.30592537247226
69,9.85732802337204,10.241230356061315
70,10.584376339770522,9.575970784583472
71,10.309995934546162,10.020522606784251
72,9.859382434768698,9.969521036083803
73,9.91094533281118,9.723770448577573
74,9.94600932072493,9.942938488547934
75,9.743733377306132,9.783741245938408
76,9.73958086254486,9.971310060389907
77,10.28833525615289,10.164717219350326
78,9.687481597735049,9.950721977797086
79,10.571062007945887,10.07132236596621
80,10.012915282147143,9.640225661302676
81,10.2961198567843,9.963161664680653
82,10.247199074288488,10.368784224854576
83,9.448959738820854,9.939495927755496
84,9.802783305126434,10.509028646926458
85,10.225742603834819,10.100350542799235
86,9.929579609937127,10.09299138017154
87,9.841139631503989,10.04052874350318
88,9.612285134305841,10.090134042148726
89,10.090259717295515,9.975833948907354
90,10.14336026513428,9.985364583142655
91,9.692123944318544,9.721328759538332
92,9.733134768595734,9.661378362710584
93,9.988845426028254,9.95500051982997
94,10.431338311833407,9.940844926253735
95,9.73562606106668,10.031238191051514
96,10.146236285721718,9.7557104049306
97,10.258305058048025,9.945912310814473
98,9.71305309779301,10.212873845067833
99,9.58286428841198,9.863416007274934
100,-9.722948073385464,10.374944005558387
101,-9.771333623437428,10.020522797743409
102,-9.768908866740661,-9.939614034013873
103,-10.115139732716763,9.64594721484591
104,-10.004448637680298,10.326752618735824
105,-9.792425086057246,10.100984051723806
106,-10.038413516339915,-10.078262513450632
107,-10.589161565849883,-10.214310361598397
108,-9.97287879600752,10.023337710467821
109,-10.096421338047238,9.918182680735912
110,-10.307652143472525,-9.35380571981482
111,-10.049419896394342,-9.767355714892094
112,-10.459976545508185,-9.925038681330776
113,-10.250158382868767,9.873460425113578
114,-10.394395623947315,-9.863227594049732
115,-10.312323508950191,9.943910580953501
116,-9.719062101909955,-10.12131791340269
117,-10.05790594357214,-9.766296755816285
118,-10.152895114873,-10.28188131865563
119,-9.67952617884675,10.091055927579568
120,-9.910483980145239,9.690589721666708
121,-10.077093383319491,9.920281131209846
122,-9.750442001945375,-10.113074372748654
123,-10.220883178428855,10.317204194525349
124,-10.039042209430214,10.321938791671588
125,-9.844847546922162,9.980275356765606
126,-9.827603767263513,10.190670705743148
127,-9.91384291484554,10.277205542672224
128,-9.803868536447911,9.912107402988493
129,-10.043566695166104,-9.798599640159336
130,-10.654317116500778,-9.79468319745473
131,-10.396797738187113,9.995817111813222
132,-9.420760619671741,-9.851494091696308
133,-10.115391652426,-10.37097117938261
134,-10.289304399954267,-10.229228939733792
135,-9.942828764240577,-10.081313656775706
136,-10.177220082767066,9.835038779046219
137,-9.76373957470349,10.318470835782422
138,-10.30069211276612,10.022725075524312
139,-9.74476553899873,9.950327475991458
140,-9.9785723799684,9.718089974111287
141,-10.129193971828649,-9.886922521252744
142,-9.554301276458913,-9.786351963177406
143,-9.749679877944121,10.015362425856626
144,-10.319610211331597,10.132876893667511
145,-9.425279582071912,-10.250552379161187
146,-10.22548845996698,-10.301960654830117
147,-10.037893158992485,-10.293871336815435
148,-10.034395609486046,9.860113784250169
149,-9.641314556398642,10.315142914964301
150,-9.721249052169767,-10.038876523125689
151,-10.060685206288582,-10.058868760727426
152,-9.523882636904046,-10.120012356632042
153,-10.210543808301358,-9.49862446398893
154,-9.735691001323671,10.164128359672834
155,-9.635702875899318,-9.693835685068478
156,-10.231897415574801,-10.154075508816609
157,-10.225727000478138,-10.130167689329738
158,-10.00519955669322,9.507254161624838
159,-9.755694274213461,10.091418407844413
160,-10.119518143315162,10.26270949130294
161,-9.88480726164466,-10.217258797372496
162,-10.333895480426547,10.317070695534683
163,-9.463988642647571,-10.338919735917441
164,-10.00850974302447,-9.851146790513592
165,-10.21044054758482,9.936891144449351
166,-10.118884198261318,10.29137509991193
167,-10.313222406888384,10.281011525317282
168,-10.205377918275925,10.034626421809524
169,-9.967221608191402,-9.873063899798359
170,-10.413863530323724,-10.035624044019007
171,-10.14549721144278,-9.873799387757447
172,-9.981065407009662,-10.133983775907119
173,-9.642785619689777,-10.204280254455618
174,-10.056751797613442,-10.428786337024963
175,-10.487079709595482,-10.260937391506614
176,-9.504529980813535,9.965077673583995
177,-9.87237968052202,10.162136034124256
178,-9.897441256213448,-9.573973920958242
179,-9.813706038353818,-9.54760340544171
180,-9.948176230248995,10.240842502690596
181,-10.097347788736442,10.006592047913669
182,-10.319108208382533,-9.742437676227455
183,-9.236074055435973,10.324346548688043
184,-9.705315431935071,-9.755645348753912
185,-10.066464691540421,10.096850611017318
186,-10.075999284569816,-9.916747212744244
187,-10.278908144599374,-9.794921591807027
188,-10.437798863173812,-9.809084753258714
189,-9.966575192638556,10.367631506370431
190,-10.314535335855679,-9.74727306932463
191,-9.910181072798979,-9.829986059689263
192,-10.007611345758301,-9.99626786498269
193,-9.78709115751212,10.328349074794422
194,-10.277584171789757,9.91062709913441
195,-9.889254167120937,-10.016501645835902
196,-9.893343198444544,10.033130587762619
197,-9.715936977258231,-10.347617283126233
198,-10.160802086542036,-10.102383784994025
199,-10.197620600179574,-9.636560961026568
200,-10.002566000274816,10.219589400673904
201,-9.832227652227248,-10.231678647198327
202,-9.908909706976543,-9.924222451996297
203,-9.530007075823946,-9.537440771001382
204,-9.443451445990917,-10.412725277062806
205,-9.736270524231657,-9.97877150722325
206,-10.266107823170687,-10.331225350787653
207,-10.004695016671278,-10.142681706398164
208,-10.12659524440811,-9.872762058068119
209,-9.973857990905868,9.910302619660783
210,-10.355518625868706,9.80544469464832
211,-10.073122789158909,9.79345523297141
212,-10.130622968610584,-10.431749005621532
213,-10.08561229480566,-10.427248713101223
214,-9.850018798424827,9.946466500851496
215,-9.680451793825169,-9.416614055830877
216,-10.204986922768976,9.88806711200706
217,-10.357950880649483,-10.147959556506985
218,-9.853108529247914,9.978299164728114
219,-9.558025257830922,9.598317966741881
220,-10.121002731994617,-10.170546358208181
221,-10.359291677827578,9.744138598367515
222,-9.861220359157196,-9.905238782822655
223,-9.857274093984287,10.11897877563917
224,-9.86831742084625,-9.85746394380748
225,-10.024919160002248,9.869562258659625
226,-10.385185893242129,10.016448307421898
